asset_id,cycle,component,health_score_proxy,risk_score_proxy,degradation_state_proxy,remaining_useful_life,failure_within_30_cycles
AC-004,60,engine_hpc,0.683,0.101,healthy,129,0
AC-004,61,engine_hpc,0.677,0.104,healthy,128,0
AC-004,62,engine_hpc,0.672,0.108,healthy,127,0
AC-004,63,engine_hpc,0.667,0.111,healthy,126,0
AC-004,64,engine_hpc,0.661,0.115,healthy,125,0
AC-004,65,engine_hpc,0.656,0.118,healthy,124,0
AC-004,66,engine_hpc,0.651,0.122,healthy,123,0
AC-004,67,engine_hpc,0.646,0.126,healthy,122,0
AC-004,68,engine_hpc,0.64,0.129,healthy,121,0
AC-004,69,engine_hpc,0.635,0.133,healthy,120,0
AC-004,70,engine_hpc,0.63,0.137,healthy,119,0
AC-004,71,engine_hpc,0.624,0.141,healthy,118,0
AC-004,72,engine_hpc,0.619,0.145,healthy,117,0
AC-004,73,engine_hpc,0.614,0.149,healthy,116,0
AC-004,74,engine_hpc,0.608,0.153,healthy,115,0
AC-004,75,engine_hpc,0.603,0.157,healthy,114,0
AC-004,76,engine_hpc,0.598,0.162,healthy,113,0
AC-004,77,engine_hpc,0.593,0.166,healthy,112,0
AC-004,78,engine_hpc,0.587,0.17,healthy,111,0
AC-004,79,engine_hpc,0.582,0.175,healthy,110,0
AC-004,80,engine_hpc,0.577,0.179,healthy,109,0
AC-004,81,engine_hpc,0.571,0.184,healthy,108,0
AC-004,82,engine_hpc,0.566,0.188,healthy,107,0
AC-004,83,engine_hpc,0.561,0.193,healthy,106,0
AC-004,84,engine_hpc,0.556,0.198,healthy,105,0
AC-004,85,engine_hpc,0.55,0.202,healthy,104,0
AC-004,86,engine_hpc,0.545,0.207,healthy,103,0
AC-004,87,engine_hpc,0.54,0.212,healthy,102,0
AC-004,88,engine_hpc,0.534,0.217,healthy,101,0
AC-004,89,engine_hpc,0.529,0.222,healthy,100,0
AC-004,90,engine_hpc,0.524,0.227,healthy,99,0
AC-004,91,engine_hpc,0.519,0.232,healthy,98,0
AC-004,92,engine_hpc,0.513,0.237,healthy,97,0
AC-004,93,engine_hpc,0.508,0.242,healthy,96,0
AC-004,94,engine_hpc,0.503,0.247,healthy,95,0
AC-004,95,engine_hpc,0.497,0.253,degraded,94,0
AC-004,96,engine_hpc,0.492,0.258,degraded,93,0
AC-004,97,engine_hpc,0.487,0.263,degraded,92,0
AC-004,98,engine_hpc,0.481,0.269,degraded,91,0
AC-004,99,engine_hpc,0.476,0.274,degraded,90,0
AC-004,100,engine_hpc,0.471,0.28,degraded,89,0
AC-004,101,engine_hpc,0.466,0.286,degraded,88,0
AC-004,102,engine_hpc,0.46,0.291,degraded,87,0
AC-004,103,engine_hpc,0.455,0.297,degraded,86,0
AC-004,104,engine_hpc,0.45,0.303,degraded,85,0
AC-004,105,engine_hpc,0.444,0.309,degraded,84,0
AC-004,106,engine_hpc,0.439,0.315,degraded,83,0
AC-004,107,engine_hpc,0.434,0.321,degraded,82,0
AC-004,108,engine_hpc,0.429,0.327,degraded,81,0
AC-004,109,engine_hpc,0.423,0.333,degraded,80,0
AC-004,110,engine_hpc,0.418,0.339,degraded,79,0
AC-004,111,engine_hpc,0.413,0.345,degraded,78,0
AC-004,112,engine_hpc,0.407,0.351,degraded,77,0
AC-004,113,engine_hpc,0.402,0.357,degraded,76,0
AC-004,114,engine_hpc,0.397,0.364,degraded,75,0
AC-004,115,engine_hpc,0.392,0.37,degraded,74,0
AC-004,116,engine_hpc,0.386,0.377,degraded,73,0
AC-004,117,engine_hpc,0.381,0.383,degraded,72,0
AC-004,118,engine_hpc,0.376,0.39,degraded,71,0
AC-004,119,engine_hpc,0.37,0.396,degraded,70,0
AC-004,120,engine_hpc,0.365,0.403,degraded,69,0
AC-004,121,engine_hpc,0.36,0.41,degraded,68,0
AC-004,122,engine_hpc,0.354,0.417,degraded,67,0
AC-004,123,engine_hpc,0.349,0.424,degraded,66,0
AC-004,124,engine_hpc,0.344,0.43,degraded,65,0
AC-004,125,engine_hpc,0.339,0.437,degraded,64,0
AC-004,126,engine_hpc,0.333,0.444,degraded,63,0
AC-004,127,engine_hpc,0.328,0.452,degraded,62,0
AC-004,128,engine_hpc,0.323,0.459,degraded,61,0
AC-004,129,engine_hpc,0.317,0.466,degraded,60,0
AC-004,130,engine_hpc,0.312,0.473,degraded,59,0
AC-004,131,engine_hpc,0.307,0.48,degraded,58,0
AC-004,132,engine_hpc,0.302,0.488,degraded,57,0
AC-004,133,engine_hpc,0.296,0.495,degraded,56,0
AC-004,134,engine_hpc,0.291,0.503,degraded,55,0
AC-004,135,engine_hpc,0.286,0.51,degraded,54,0
AC-004,136,engine_hpc,0.28,0.518,degraded,53,0
AC-004,137,engine_hpc,0.275,0.525,degraded,52,0
AC-004,138,engine_hpc,0.27,0.533,degraded,51,0
AC-004,139,engine_hpc,0.265,0.541,degraded,50,0
AC-004,140,engine_hpc,0.259,0.549,degraded,49,0
AC-004,141,engine_hpc,0.254,0.557,degraded,48,0
AC-004,142,engine_hpc,0.249,0.564,degraded,47,0
AC-004,143,engine_hpc,0.243,0.572,degraded,46,0
AC-004,144,engine_hpc,0.238,0.58,degraded,45,0
AC-004,145,engine_hpc,0.233,0.589,degraded,44,0
AC-004,146,engine_hpc,0.228,0.597,degraded,43,0
AC-004,147,engine_hpc,0.222,0.605,degraded,42,0
AC-004,148,engine_hpc,0.217,0.613,degraded,41,0
AC-004,149,engine_hpc,0.212,0.622,degraded,40,0
AC-004,150,engine_hpc,0.206,0.63,degraded,39,0
AC-004,151,engine_hpc,0.201,0.638,degraded,38,0
AC-004,152,engine_hpc,0.196,0.647,degraded,37,0
AC-004,153,engine_hpc,0.19,0.655,degraded,36,0
AC-004,154,engine_hpc,0.185,0.664,degraded,35,0
AC-004,155,engine_hpc,0.18,0.673,degraded,34,0
AC-004,156,engine_hpc,0.175,0.681,degraded,33,0
AC-004,157,engine_hpc,0.169,0.69,degraded,32,0
AC-004,158,engine_hpc,0.164,0.699,degraded,31,0
AC-004,159,engine_hpc,0.159,0.708,degraded,30,1
AC-004,160,engine_hpc,0.153,0.717,degraded,29,1
AC-004,161,engine_hpc,0.148,0.726,severe,28,1
AC-004,162,engine_hpc,0.143,0.735,severe,27,1
AC-004,163,engine_hpc,0.138,0.744,severe,26,1
AC-004,164,engine_hpc,0.132,0.753,severe,25,1
AC-004,165,engine_hpc,0.127,0.762,severe,24,1
AC-004,166,engine_hpc,0.122,0.771,severe,23,1
AC-004,167,engine_hpc,0.116,0.781,severe,22,1
AC-004,168,engine_hpc,0.111,0.79,severe,21,1
AC-004,169,engine_hpc,0.106,0.8,severe,20,1
AC-004,170,engine_hpc,0.101,0.809,severe,19,1
AC-004,171,engine_hpc,0.095,0.819,severe,18,1
AC-004,172,engine_hpc,0.09,0.828,severe,17,1
AC-004,173,engine_hpc,0.085,0.838,severe,16,1
AC-004,174,engine_hpc,0.079,0.848,severe,15,1
AC-004,175,engine_hpc,0.074,0.857,severe,14,1
AC-004,176,engine_hpc,0.069,0.867,severe,13,1
AC-004,177,engine_hpc,0.063,0.877,severe,12,1
AC-004,178,engine_hpc,0.058,0.887,severe,11,1
AC-004,179,engine_hpc,0.053,0.897,severe,10,1
AC-004,180,engine_hpc,0.048,0.907,severe,9,1
AC-004,181,engine_hpc,0.042,0.917,severe,8,1
AC-004,182,engine_hpc,0.037,0.927,severe,7,1
AC-004,183,engine_hpc,0.032,0.938,severe,6,1
AC-004,184,engine_hpc,0.026,0.948,severe,5,1
AC-004,185,engine_hpc,0.021,0.958,severe,4,1
AC-004,186,engine_hpc,0.016,0.969,severe,3,1
AC-004,187,engine_hpc,0.011,0.979,severe,2,1
AC-004,188,engine_hpc,0.005,0.989,severe,1,1
AC-004,189,engine_hpc,0.0,1.0,severe,0,1
AC-006,1,engine_hpc,0.995,0.0,healthy,187,0
AC-006,2,engine_hpc,0.989,0.0,healthy,186,0
AC-006,3,engine_hpc,0.984,0.0,healthy,185,0
AC-006,4,engine_hpc,0.979,0.0,healthy,184,0
AC-006,5,engine_hpc,0.973,0.001,healthy,183,0
AC-006,6,engine_hpc,0.968,0.001,healthy,182,0
AC-006,7,engine_hpc,0.963,0.001,healthy,181,0
AC-006,8,engine_hpc,0.957,0.002,healthy,180,0
AC-006,9,engine_hpc,0.952,0.002,healthy,179,0
AC-006,10,engine_hpc,0.947,0.003,healthy,178,0
AC-006,11,engine_hpc,0.941,0.003,healthy,177,0
AC-006,12,engine_hpc,0.936,0.004,healthy,176,0
AC-006,13,engine_hpc,0.931,0.005,healthy,175,0
AC-006,14,engine_hpc,0.926,0.006,healthy,174,0
AC-006,15,engine_hpc,0.92,0.006,healthy,173,0
AC-006,16,engine_hpc,0.915,0.007,healthy,172,0
AC-006,17,engine_hpc,0.91,0.008,healthy,171,0
AC-006,18,engine_hpc,0.904,0.009,healthy,170,0
AC-006,19,engine_hpc,0.899,0.01,healthy,169,0
AC-006,20,engine_hpc,0.894,0.011,healthy,168,0
AC-006,21,engine_hpc,0.888,0.012,healthy,167,0
AC-006,22,engine_hpc,0.883,0.014,healthy,166,0
AC-006,23,engine_hpc,0.878,0.015,healthy,165,0
AC-006,24,engine_hpc,0.872,0.016,healthy,164,0
AC-006,25,engine_hpc,0.867,0.018,healthy,163,0
AC-006,26,engine_hpc,0.862,0.019,healthy,162,0
AC-006,27,engine_hpc,0.856,0.021,healthy,161,0
AC-006,28,engine_hpc,0.851,0.022,healthy,160,0
AC-006,29,engine_hpc,0.846,0.024,healthy,159,0
AC-006,30,engine_hpc,0.84,0.025,healthy,158,0
AC-006,31,engine_hpc,0.835,0.027,healthy,157,0
AC-006,32,engine_hpc,0.83,0.029,healthy,156,0
AC-006,33,engine_hpc,0.824,0.031,healthy,155,0
AC-006,34,engine_hpc,0.819,0.033,healthy,154,0
AC-006,35,engine_hpc,0.814,0.035,healthy,153,0
AC-006,36,engine_hpc,0.809,0.037,healthy,152,0
AC-006,37,engine_hpc,0.803,0.039,healthy,151,0
AC-006,38,engine_hpc,0.798,0.041,healthy,150,0
AC-006,39,engine_hpc,0.793,0.043,healthy,149,0
AC-006,40,engine_hpc,0.787,0.045,healthy,148,0
AC-006,41,engine_hpc,0.782,0.048,healthy,147,0
AC-006,42,engine_hpc,0.777,0.05,healthy,146,0
AC-006,43,engine_hpc,0.771,0.052,healthy,145,0
AC-006,44,engine_hpc,0.766,0.055,healthy,144,0
AC-006,45,engine_hpc,0.761,0.057,healthy,143,0
AC-006,46,engine_hpc,0.755,0.06,healthy,142,0
AC-006,47,engine_hpc,0.75,0.062,healthy,141,0
AC-006,48,engine_hpc,0.745,0.065,healthy,140,0
AC-006,49,engine_hpc,0.739,0.068,healthy,139,0
AC-006,50,engine_hpc,0.734,0.071,healthy,138,0
AC-006,51,engine_hpc,0.729,0.074,healthy,137,0
AC-006,52,engine_hpc,0.723,0.077,healthy,136,0
AC-006,53,engine_hpc,0.718,0.079,healthy,135,0
AC-006,54,engine_hpc,0.713,0.083,healthy,134,0
AC-006,55,engine_hpc,0.707,0.086,healthy,133,0
AC-006,56,engine_hpc,0.702,0.089,healthy,132,0
AC-006,57,engine_hpc,0.697,0.092,healthy,131,0
AC-006,58,engine_hpc,0.691,0.095,healthy,130,0
AC-006,59,engine_hpc,0.686,0.098,healthy,129,0
AC-006,60,engine_hpc,0.681,0.102,healthy,128,0
AC-006,61,engine_hpc,0.676,0.105,healthy,127,0
AC-006,62,engine_hpc,0.67,0.109,healthy,126,0
AC-006,63,engine_hpc,0.665,0.112,healthy,125,0
AC-006,64,engine_hpc,0.66,0.116,healthy,124,0
AC-006,65,engine_hpc,0.654,0.12,healthy,123,0
AC-006,66,engine_hpc,0.649,0.123,healthy,122,0
AC-006,67,engine_hpc,0.644,0.127,healthy,121,0
AC-006,68,engine_hpc,0.638,0.131,healthy,120,0
AC-006,69,engine_hpc,0.633,0.135,healthy,119,0
AC-006,70,engine_hpc,0.628,0.139,healthy,118,0
AC-006,71,engine_hpc,0.622,0.143,healthy,117,0
AC-006,72,engine_hpc,0.617,0.147,healthy,116,0
AC-006,73,engine_hpc,0.612,0.151,healthy,115,0
AC-006,74,engine_hpc,0.606,0.155,healthy,114,0
AC-006,75,engine_hpc,0.601,0.159,healthy,113,0
AC-006,76,engine_hpc,0.596,0.163,healthy,112,0
AC-006,77,engine_hpc,0.59,0.168,healthy,111,0
AC-006,78,engine_hpc,0.585,0.172,healthy,110,0
AC-006,79,engine_hpc,0.58,0.177,healthy,109,0
AC-006,80,engine_hpc,0.574,0.181,healthy,108,0
AC-006,81,engine_hpc,0.569,0.186,healthy,107,0
AC-006,82,engine_hpc,0.564,0.19,healthy,106,0
AC-006,83,engine_hpc,0.559,0.195,healthy,105,0
AC-006,84,engine_hpc,0.553,0.2,healthy,104,0
AC-006,85,engine_hpc,0.548,0.204,healthy,103,0
AC-006,86,engine_hpc,0.543,0.209,healthy,102,0
AC-006,87,engine_hpc,0.537,0.214,healthy,101,0
AC-006,88,engine_hpc,0.532,0.219,healthy,100,0
AC-006,89,engine_hpc,0.527,0.224,healthy,99,0
AC-006,90,engine_hpc,0.521,0.229,healthy,98,0
AC-006,91,engine_hpc,0.516,0.234,healthy,97,0
AC-006,92,engine_hpc,0.511,0.239,healthy,96,0
AC-006,93,engine_hpc,0.505,0.245,healthy,95,0
AC-006,94,engine_hpc,0.5,0.25,degraded,94,0
AC-006,95,engine_hpc,0.495,0.255,degraded,93,0
AC-006,96,engine_hpc,0.489,0.261,degraded,92,0
